T_amb (F), RH_amb (%), Tmains (F), Draw Volume(gal), T_tank (F), E_consumed (Btu), E_delivered (Btu), E_tankloss (Btu) 
71.0,15.3123,50.0784,[ 0.],[ 123.27732054],0,[ 0.],[ 128.73204678]
71.0,15.3123,50.0784,[ 0.],[ 123.27157618],0,[ 0.],[ 128.71790139]
71.0,15.3123,50.0784,[ 0.],[ 123.26583246],0,[ 0.],[ 128.70375756]
71.0,15.3123,50.0784,[ 0.],[ 123.26008936],0,[ 0.],[ 128.68961527]
71.0,15.3123,50.0784,[ 0.],[ 123.25434689],0,[ 0.],[ 128.67547455]
71.0,15.3123,50.0784,[ 0.],[ 123.24860506],0,[ 0.],[ 128.66133537]
71.0,15.3123,50.0784,[ 0.],[ 123.24286385],0,[ 0.],[ 128.64719775]
71.0,15.3123,50.0784,[ 0.],[ 123.23712328],0,[ 0.],[ 128.63306168]
71.0,15.3123,50.0784,[ 0.],[ 123.23138334],0,[ 0.],[ 128.61892717]
71.0,15.3123,50.0784,[ 0.],[ 123.22564403],0,[ 0.],[ 128.60479421]
71.0,15.3123,50.0784,[ 0.00293787],[ 123.21513046],0,[ 1.78330684],[ 128.57890471]
71.0,15.3123,50.0784,[ 0.],[ 123.20939293],0,[ 0.],[ 128.56477615]
71.0,15.3123,50.0784,[ 0.],[ 123.20365604],0,[ 0.],[ 128.55064914]
71.0,15.3123,50.0784,[ 0.],[ 123.19791977],0,[ 0.],[ 128.53652368]
71.0,15.3123,50.0784,[ 0.],[ 123.19218414],0,[ 0.],[ 128.52239977]
71.0,15.3123,50.0784,[ 0.],[ 123.18644913],0,[ 0.],[ 128.50827742]
71.0,15.3123,50.0784,[ 0.],[ 123.18071476],0,[ 0.],[ 128.49415662]
71.0,15.3123,50.0784,[ 0.],[ 123.17498101],0,[ 0.],[ 128.48003737]
71.0,15.3123,50.0784,[ 0.],[ 123.1692479],0,[ 0.],[ 128.46591967]
71.0,15.3123,50.0784,[ 0.],[ 123.16351542],0,[ 0.],[ 128.45180352]
71.0,15.3123,50.0784,[ 0.],[ 123.15778356],0,[ 0.],[ 128.43768892]
71.0,15.3123,50.0784,[ 0.],[ 123.15205234],0,[ 0.],[ 128.42357588]
71.0,15.3123,50.0784,[ 0.],[ 123.14632174],0,[ 0.],[ 128.40946438]
71.0,15.3123,50.0784,[ 0.],[ 123.14059178],0,[ 0.],[ 128.39535444]
71.0,15.3123,50.0784,[ 0.],[ 123.13486244],0,[ 0.],[ 128.38124604]
71.0,15.3123,50.0784,[ 0.],[ 123.12913374],0,[ 0.],[ 128.3671392]
71.0,15.3123,50.0784,[ 0.],[ 123.12340566],0,[ 0.],[ 128.35303391]
71.0,15.3123,50.0784,[ 0.],[ 123.11767821],0,[ 0.],[ 128.33893016]
71.0,15.3123,50.0784,[ 0.],[ 123.1119514],0,[ 0.],[ 128.32482797]
71.0,15.0281,50.0784,[ 0.],[ 123.10622521],0,[ 0.],[ 128.31072732]
71.0,15.0281,50.0784,[ 0.],[ 123.10049965],0,[ 0.],[ 128.29662823]
71.0,15.0281,50.0784,[ 0.],[ 123.09477472],0,[ 0.],[ 128.28253068]
71.0,15.0281,50.0784,[ 0.],[ 123.08905042],0,[ 0.],[ 128.26843469]
71.0,15.0281,50.0784,[ 0.],[ 123.08332675],0,[ 0.],[ 128.25434024]
71.0,15.0281,50.0784,[ 0.],[ 123.07760371],0,[ 0.],[ 128.24024734]
71.0,15.0281,50.0784,[ 0.],[ 123.07188129],0,[ 0.],[ 128.22615599]
71.0,15.0281,50.0784,[ 0.],[ 123.06615951],0,[ 0.],[ 128.21206619]
71.0,15.0281,50.0784,[ 0.],[ 123.06043835],0,[ 0.],[ 128.19797793]
71.0,15.0281,50.0784,[ 0.],[ 123.05471782],0,[ 0.],[ 128.18389123]
71.0,15.0281,50.0784,[ 0.],[ 123.04899792],0,[ 0.],[ 128.16980607]
71.0,15.0281,50.0784,[ 0.],[ 123.04327865],0,[ 0.],[ 128.15572246]
71.0,15.0281,50.0784,[ 0.],[ 123.03756001],0,[ 0.],[ 128.1416404]
71.0,15.0281,50.0784,[ 0.],[ 123.031842],0,[ 0.],[ 128.12755988]
71.0,15.0281,50.0784,[ 0.],[ 123.02612461],0,[ 0.],[ 128.11348091]
71.0,15.0281,50.0784,[ 0.],[ 123.02040785],0,[ 0.],[ 128.09940349]
71.0,15.0281,50.0784,[ 0.],[ 123.01469173],0,[ 0.],[ 128.08532762]
71.0,15.0281,50.0784,[ 0.],[ 123.00897622],0,[ 0.],[ 128.07125329]
71.0,15.0281,50.0784,[ 0.],[ 123.00326135],0,[ 0.],[ 128.05718051]
71.0,15.0281,50.0784,[ 0.],[ 122.99754711],0,[ 0.],[ 128.04310927]
71.0,15.0281,50.0784,[ 0.],[ 122.99183349],0,[ 0.],[ 128.02903959]
71.0,15.0281,50.0784,[ 0.],[ 122.9861205],0,[ 0.],[ 128.01497144]
71.0,15.0281,50.0784,[ 0.],[ 122.98040814],0,[ 0.],[ 128.00090485]
71.0,15.0281,50.0784,[ 0.],[ 122.97469641],0,[ 0.],[ 127.9868398]
71.0,15.0281,50.0784,[ 0.],[ 122.9689853],0,[ 0.],[ 127.97277629]
71.0,15.0281,50.0784,[ 0.],[ 122.96327482],0,[ 0.],[ 127.95871433]
71.0,15.0281,50.0784,[ 0.],[ 122.95756497],0,[ 0.],[ 127.94465391]
71.0,15.0281,50.0784,[ 0.],[ 122.95185575],0,[ 0.],[ 127.93059504]
71.0,15.0281,50.0784,[ 0.],[ 122.94614715],0,[ 0.],[ 127.91653772]
71.0,15.0281,50.0784,[ 0.],[ 122.94043918],0,[ 0.],[ 127.90248194]
71.0,15.0281,50.0784,[ 0.],[ 122.93473184],0,[ 0.],[ 127.8884277]
71.0,15.0281,50.0784,[ 0.],[ 122.92902512],0,[ 0.],[ 127.87437501]
71.0,15.0281,50.0784,[ 0.],[ 122.92331904],0,[ 0.],[ 127.86032386]
71.0,15.0281,50.0784,[ 0.],[ 122.91761358],0,[ 0.],[ 127.84627426]
71.0,15.0281,50.0784,[ 0.],[ 122.91190874],0,[ 0.],[ 127.8322262]
71.0,15.0281,50.0784,[ 0.],[ 122.90620454],0,[ 0.],[ 127.81817968]
71.0,15.0281,50.0784,[ 0.],[ 122.90050096],0,[ 0.],[ 127.80413471]
71.0,15.0281,50.0784,[ 0.],[ 122.894798],0,[ 0.],[ 127.79009128]
71.0,15.0281,50.0784,[ 0.],[ 122.88909568],0,[ 0.],[ 127.7760494]
71.0,15.0281,50.0784,[ 0.],[ 122.88339397],0,[ 0.],[ 127.76200905]
71.0,15.0281,50.0784,[ 0.],[ 122.8776929],0,[ 0.],[ 127.74797025]
71.0,15.0281,50.0784,[ 0.],[ 122.87199245],0,[ 0.],[ 127.73393299]
71.0,15.0281,50.0784,[ 0.],[ 122.86629263],0,[ 0.],[ 127.71989728]
71.0,15.0281,50.0784,[ 0.],[ 122.86059344],0,[ 0.],[ 127.70586311]
71.0,15.0281,50.0784,[ 0.],[ 122.85489487],0,[ 0.],[ 127.69183047]
71.0,15.0281,50.0784,[ 0.],[ 122.84919693],0,[ 0.],[ 127.67779939]
71.0,15.0281,50.0784,[ 0.],[ 122.84349961],0,[ 0.],[ 127.66376984]
71.0,15.0281,50.0784,[ 0.],[ 122.83780292],0,[ 0.],[ 127.64974183]
71.0,15.0281,50.0784,[ 0.],[ 122.83210686],0,[ 0.],[ 127.63571537]
71.0,15.0281,50.0784,[ 0.],[ 122.82641142],0,[ 0.],[ 127.62169044]
71.0,15.0281,50.0784,[ 0.],[ 122.82071661],0,[ 0.],[ 127.60766706]
71.0,15.0281,50.0784,[ 0.],[ 122.81502242],0,[ 0.],[ 127.59364522]
71.0,15.0281,50.0784,[ 0.],[ 122.80932886],0,[ 0.],[ 127.57962492]
71.0,15.0281,50.0784,[ 0.],[ 122.80363593],0,[ 0.],[ 127.56560616]
71.0,15.0281,50.0784,[ 0.],[ 122.79794362],0,[ 0.],[ 127.55158894]
71.0,15.0281,50.0784,[ 0.],[ 122.79225193],0,[ 0.],[ 127.53757326]
71.0,15.0281,50.0784,[ 0.],[ 122.78656087],0,[ 0.],[ 127.52355912]
71.0,15.0281,50.0784,[ 0.],[ 122.78087044],0,[ 0.],[ 127.50954653]
71.0,15.0281,50.0784,[ 0.],[ 122.77518063],0,[ 0.],[ 127.49553547]
71.0,15.0281,50.0784,[ 0.],[ 122.76949145],0,[ 0.],[ 127.48152595]
71.0,14.7653,50.0784,[ 0.],[ 122.76380289],0,[ 0.],[ 127.46751797]
71.0,14.7653,50.0784,[ 0.],[ 122.75811496],0,[ 0.],[ 127.45351153]
71.0,14.7653,50.0784,[ 0.],[ 122.75242765],0,[ 0.],[ 127.43950662]
71.0,14.7653,50.0784,[ 0.],[ 122.74674097],0,[ 0.],[ 127.42550326]
71.0,14.7653,50.0784,[ 0.],[ 122.74105491],0,[ 0.],[ 127.41150144]
71.0,14.7653,50.0784,[ 0.],[ 122.73536948],0,[ 0.],[ 127.39750115]
71.0,14.7653,50.0784,[ 0.],[ 122.72968467],0,[ 0.],[ 127.3835024]
71.0,14.7653,50.0784,[ 0.],[ 122.72400049],0,[ 0.],[ 127.36950519]
71.0,14.7653,50.0784,[ 0.],[ 122.71831693],0,[ 0.],[ 127.35550952]
71.0,14.7653,50.0784,[ 0.],[ 122.71263399],0,[ 0.],[ 127.34151539]
71.0,14.7653,50.0784,[ 0.],[ 122.70695168],0,[ 0.],[ 127.32752279]
71.0,14.7653,50.0784,[ 0.],[ 122.70127],0,[ 0.],[ 127.31353173]
71.0,14.7653,50.0784,[ 0.],[ 122.69558894],0,[ 0.],[ 127.29954221]
71.0,14.7653,50.0784,[ 0.],[ 122.6899085],0,[ 0.],[ 127.28555423]
71.0,14.7653,50.0784,[ 0.],[ 122.68422868],0,[ 0.],[ 127.27156778]
71.0,14.7653,50.0784,[ 0.],[ 122.6785495],0,[ 0.],[ 127.25758287]
71.0,14.7653,50.0784,[ 0.],[ 122.67287093],0,[ 0.],[ 127.2435995]
71.0,14.7653,50.0784,[ 0.],[ 122.66719299],0,[ 0.],[ 127.22961766]
71.0,14.7653,50.0784,[ 0.],[ 122.66151567],0,[ 0.],[ 127.21563736]
71.0,14.7653,50.0784,[ 0.],[ 122.65583898],0,[ 0.],[ 127.2016586]
71.0,14.7653,50.0784,[ 0.],[ 122.65016291],0,[ 0.],[ 127.18768137]
71.0,14.7653,50.0784,[ 0.],[ 122.64448747],0,[ 0.],[ 127.17370568]
71.0,14.7653,50.0784,[ 0.],[ 122.63881264],0,[ 0.],[ 127.15973152]
71.0,14.7653,50.0784,[ 0.],[ 122.63313845],0,[ 0.],[ 127.1457589]
71.0,14.7653,50.0784,[ 0.],[ 122.62746487],0,[ 0.],[ 127.13178782]
71.0,14.7653,50.0784,[ 0.],[ 122.62179192],0,[ 0.],[ 127.11781827]
71.0,14.7653,50.0784,[ 0.],[ 122.61611959],0,[ 0.],[ 127.10385025]
71.0,14.7653,50.0784,[ 0.],[ 122.61044789],0,[ 0.],[ 127.08988377]
71.0,14.7653,50.0784,[ 0.],[ 122.6047768],0,[ 0.],[ 127.07591883]
71.0,14.7653,50.0784,[ 0.],[ 122.59910635],0,[ 0.],[ 127.06195542]
71.0,14.7653,50.0784,[ 0.],[ 122.59343651],0,[ 0.],[ 127.04799354]
71.0,14.7653,50.0784,[ 0.],[ 122.5877673],0,[ 0.],[ 127.0340332]
71.0,14.7653,50.0784,[ 0.],[ 122.58209871],0,[ 0.],[ 127.02007439]
71.0,14.7653,50.0784,[ 0.],[ 122.57643074],0,[ 0.],[ 127.00611711]
71.0,14.7653,50.0784,[ 0.],[ 122.5707634],0,[ 0.],[ 126.99216137]
71.0,14.7653,50.0784,[ 0.],[ 122.56509668],0,[ 0.],[ 126.97820716]
71.0,14.7653,50.0784,[ 0.],[ 122.55943058],0,[ 0.],[ 126.96425449]
71.0,14.7653,50.0784,[ 0.],[ 122.5537651],0,[ 0.],[ 126.95030335]
71.0,14.7653,50.0784,[ 0.],[ 122.54810025],0,[ 0.],[ 126.93635374]
71.0,14.7653,50.0784,[ 0.],[ 122.54243602],0,[ 0.],[ 126.92240566]
71.0,14.7653,50.0784,[ 0.],[ 122.53677241],0,[ 0.],[ 126.90845912]
71.0,14.7653,50.0784,[ 0.],[ 122.53110942],0,[ 0.],[ 126.89451411]
71.0,14.7653,50.0784,[ 0.],[ 122.52544706],0,[ 0.],[ 126.88057063]
71.0,14.7653,50.0784,[ 0.],[ 122.51978532],0,[ 0.],[ 126.86662869]
71.0,14.7653,50.0784,[ 0.],[ 122.5141242],0,[ 0.],[ 126.85268827]
71.0,14.7653,50.0784,[ 0.],[ 122.5084637],0,[ 0.],[ 126.83874939]
71.0,14.7653,50.0784,[ 0.],[ 122.50280383],0,[ 0.],[ 126.82481204]
71.0,14.7653,50.0784,[ 0.],[ 122.49714457],0,[ 0.],[ 126.81087622]
71.0,14.7653,50.0784,[ 0.],[ 122.49148594],0,[ 0.],[ 126.79694193]
71.0,14.7653,50.0784,[ 0.],[ 122.48582793],0,[ 0.],[ 126.78300918]
71.0,14.7653,50.0784,[ 0.],[ 122.48017054],0,[ 0.],[ 126.76907795]
71.0,14.7653,50.0784,[ 0.],[ 122.47451378],0,[ 0.],[ 126.75514826]
71.0,14.7653,50.0784,[ 0.],[ 122.46885763],0,[ 0.],[ 126.74122009]
71.0,14.7653,50.0784,[ 0.],[ 122.46320211],0,[ 0.],[ 126.72729346]
71.0,14.7653,50.0784,[ 0.],[ 122.45754721],0,[ 0.],[ 126.71336835]
71.0,14.7653,50.0784,[ 0.],[ 122.45189293],0,[ 0.],[ 126.69944478]
71.0,14.7653,50.0784,[ 0.],[ 122.44623927],0,[ 0.],[ 126.68552274]
71.0,14.7653,50.0784,[ 0.],[ 122.44058623],0,[ 0.],[ 126.67160222]
71.0,14.7653,50.0784,[ 0.],[ 122.43493381],0,[ 0.],[ 126.65768324]
71.0,14.7653,50.0784,[ 0.],[ 122.42928202],0,[ 0.],[ 126.64376579]
71.0,14.5176,50.0784,[ 0.],[ 122.42363084],0,[ 0.],[ 126.62984986]
71.0,14.5176,50.0784,[ 0.],[ 122.41798029],0,[ 0.],[ 126.61593546]
71.0,14.5176,50.0784,[ 0.],[ 122.41233036],0,[ 0.],[ 126.6020226]
71.0,14.5176,50.0784,[ 0.],[ 122.40668104],0,[ 0.],[ 126.58811126]
71.0,14.5176,50.0784,[ 0.],[ 122.40103235],0,[ 0.],[ 126.57420145]
71.0,14.5176,50.0784,[ 0.],[ 122.39538428],0,[ 0.],[ 126.56029317]
71.0,14.5176,50.0784,[ 0.],[ 122.38973683],0,[ 0.],[ 126.54638641]
71.0,14.5176,50.0784,[ 0.],[ 122.38409],0,[ 0.],[ 126.53248119]
71.0,14.5176,50.0784,[ 0.],[ 122.37844379],0,[ 0.],[ 126.51857749]
71.0,14.5176,50.0784,[ 0.],[ 122.37279821],0,[ 0.],[ 126.50467532]
71.0,14.5176,50.0784,[ 0.],[ 122.36715324],0,[ 0.],[ 126.49077468]
71.0,14.5176,50.0784,[ 0.],[ 122.36150889],0,[ 0.],[ 126.47687557]
71.0,14.5176,50.0784,[ 0.],[ 122.35586516],0,[ 0.],[ 126.46297798]
71.0,14.5176,50.0784,[ 0.],[ 122.35022206],0,[ 0.],[ 126.44908192]
71.0,14.5176,50.0784,[ 0.],[ 122.34457957],0,[ 0.],[ 126.43518739]
71.0,14.5176,50.0784,[ 0.],[ 122.3389377],0,[ 0.],[ 126.42129438]
71.0,14.5176,50.0784,[ 0.],[ 122.33329645],0,[ 0.],[ 126.4074029]
71.0,14.5176,50.0784,[ 0.],[ 122.32765583],0,[ 0.],[ 126.39351295]
71.0,14.5176,50.0784,[ 0.],[ 122.32201582],0,[ 0.],[ 126.37962452]
71.0,14.5176,50.0784,[ 0.],[ 122.31637643],0,[ 0.],[ 126.36573762]
71.0,14.5176,50.0784,[ 0.],[ 122.31073766],0,[ 0.],[ 126.35185225]
71.0,14.5176,50.0784,[ 0.],[ 122.30509951],0,[ 0.],[ 126.3379684]
71.0,14.5176,50.0784,[ 0.],[ 122.29946198],0,[ 0.],[ 126.32408607]
71.0,14.5176,50.0784,[ 0.],[ 122.29382507],0,[ 0.],[ 126.31020528]
71.0,14.5176,50.0784,[ 0.],[ 122.28818878],0,[ 0.],[ 126.296326]
71.0,14.5176,50.0784,[ 0.],[ 122.28255311],0,[ 0.],[ 126.28244826]
71.0,14.5176,50.0784,[ 0.],[ 122.27691806],0,[ 0.],[ 126.26857203]
71.0,14.5176,50.0784,[ 0.],[ 122.27128363],0,[ 0.],[ 126.25469734]
71.0,14.5176,50.0784,[ 0.],[ 122.26564981],0,[ 0.],[ 126.24082416]
71.0,14.5176,50.0784,[ 0.],[ 122.26001662],0,[ 0.],[ 126.22695251]
71.0,14.5176,50.0784,[ 0.],[ 122.25438404],0,[ 0.],[ 126.21308239]
71.0,14.5176,50.0784,[ 0.],[ 122.24875209],0,[ 0.],[ 126.19921379]
71.0,14.5176,50.0784,[ 0.],[ 122.24312075],0,[ 0.],[ 126.18534671]
71.0,14.5176,50.0784,[ 0.],[ 122.23749003],0,[ 0.],[ 126.17148116]
71.0,14.5176,50.0784,[ 0.],[ 122.23185993],0,[ 0.],[ 126.15761713]
71.0,14.5176,50.0784,[ 0.],[ 122.22623045],0,[ 0.],[ 126.14375462]
71.0,14.5176,50.0784,[ 0.],[ 122.22060159],0,[ 0.],[ 126.12989364]
71.0,14.5176,50.0784,[ 0.],[ 122.21497334],0,[ 0.],[ 126.11603418]
71.0,14.5176,50.0784,[ 0.],[ 122.20934572],0,[ 0.],[ 126.10217624]
71.0,14.5176,50.0784,[ 0.],[ 122.20371871],0,[ 0.],[ 126.08831983]
71.0,14.5176,50.0784,[ 0.],[ 122.19809232],0,[ 0.],[ 126.07446494]
71.0,14.5176,50.0784,[ 0.],[ 122.19246655],0,[ 0.],[ 126.06061157]
71.0,14.5176,50.0784,[ 0.],[ 122.1868414],0,[ 0.],[ 126.04675972]
71.0,14.5176,50.0784,[ 0.],[ 122.18121686],0,[ 0.],[ 126.0329094]
71.0,14.5176,50.0784,[ 0.],[ 122.17559295],0,[ 0.],[ 126.01906059]
71.0,14.5176,50.0784,[ 0.],[ 122.16996965],0,[ 0.],[ 126.00521331]
71.0,14.5176,50.0784,[ 0.],[ 122.16434697],0,[ 0.],[ 125.99136755]
71.0,14.5176,50.0784,[ 0.],[ 122.1587249],0,[ 0.],[ 125.97752332]
71.0,14.5176,50.0784,[ 0.],[ 122.15310346],0,[ 0.],[ 125.9636806]
71.0,14.5176,50.0784,[ 0.],[ 122.14748263],0,[ 0.],[ 125.9498394]
71.0,14.5176,50.0784,[ 0.],[ 122.14186242],0,[ 0.],[ 125.93599973]
71.0,14.5176,50.0784,[ 0.],[ 122.13624283],0,[ 0.],[ 125.92216157]
71.0,14.5176,50.0784,[ 0.],[ 122.13062385],0,[ 0.],[ 125.90832494]
71.0,14.5176,50.0784,[ 0.],[ 122.1250055],0,[ 0.],[ 125.89448983]
71.0,14.5176,50.0784,[ 0.],[ 122.11938776],0,[ 0.],[ 125.88065623]
71.0,14.5176,50.0784,[ 0.],[ 122.11377063],0,[ 0.],[ 125.86682416]
71.0,14.5176,50.0784,[ 0.],[ 122.10815413],0,[ 0.],[ 125.85299361]
71.0,14.5176,50.0784,[ 0.],[ 122.10253824],0,[ 0.],[ 125.83916457]
71.0,14.5176,50.0784,[ 0.],[ 122.09692297],0,[ 0.],[ 125.82533706]
71.0,14.5176,50.0784,[ 0.],[ 122.09130831],0,[ 0.],[ 125.81151107]
71.0,14.2734,50.0784,[ 0.],[ 122.08569428],0,[ 0.],[ 125.79768659]
71.0,14.2734,50.0784,[ 0.],[ 122.08008086],0,[ 0.],[ 125.78386364]
71.0,14.2734,50.0784,[ 0.],[ 122.07446805],0,[ 0.],[ 125.7700422]
71.0,14.2734,50.0784,[ 0.],[ 122.06885587],0,[ 0.],[ 125.75622228]
71.0,14.2734,50.0784,[ 0.],[ 122.0632443],0,[ 0.],[ 125.74240388]
71.0,14.2734,50.0784,[ 0.],[ 122.05763334],0,[ 0.],[ 125.728587]
71.0,14.2734,50.0784,[ 0.],[ 122.052023],0,[ 0.],[ 125.71477164]
71.0,14.2734,50.0784,[ 0.],[ 122.04641328],0,[ 0.],[ 125.70095779]
71.0,14.2734,50.0784,[ 0.],[ 122.04080418],0,[ 0.],[ 125.68714546]
71.0,14.2734,50.0784,[ 0.],[ 122.03519569],0,[ 0.],[ 125.67333465]
71.0,14.2734,50.0784,[ 0.],[ 122.02958782],0,[ 0.],[ 125.65952536]
71.0,14.2734,50.0784,[ 0.],[ 122.02398057],0,[ 0.],[ 125.64571759]
71.0,14.2734,50.0784,[ 0.],[ 122.01837393],0,[ 0.],[ 125.63191133]
71.0,14.2734,50.0784,[ 0.],[ 122.0127679],0,[ 0.],[ 125.61810659]
71.0,14.2734,50.0784,[ 0.],[ 122.0071625],0,[ 0.],[ 125.60430337]
71.0,14.2734,50.0784,[ 0.],[ 122.0015577],0,[ 0.],[ 125.59050166]
71.0,14.2734,50.0784,[ 0.],[ 121.99595353],0,[ 0.],[ 125.57670147]
71.0,14.2734,50.0784,[ 0.],[ 121.99034997],0,[ 0.],[ 125.5629028]
71.0,14.2734,50.0784,[ 0.],[ 121.98474703],0,[ 0.],[ 125.54910564]
71.0,14.2734,50.0784,[ 0.],[ 121.9791447],0,[ 0.],[ 125.53531]
71.0,14.2734,50.0784,[ 0.],[ 121.97354299],0,[ 0.],[ 125.52151587]
71.0,14.2734,50.0784,[ 0.],[ 121.96794189],0,[ 0.],[ 125.50772326]
71.0,14.2734,50.0784,[ 0.],[ 121.96234141],0,[ 0.],[ 125.49393217]
71.0,14.2734,50.0784,[ 0.],[ 121.95674154],0,[ 0.],[ 125.48014259]
71.0,14.2734,50.0784,[ 0.],[ 121.95114229],0,[ 0.],[ 125.46635453]
71.0,14.2734,50.0784,[ 0.],[ 121.94554365],0,[ 0.],[ 125.45256798]
71.0,14.2734,50.0784,[ 0.],[ 121.93994563],0,[ 0.],[ 125.43878295]
71.0,14.2734,50.0784,[ 0.],[ 121.93434823],0,[ 0.],[ 125.42499943]
71.0,14.2734,50.0784,[ 0.],[ 121.92875144],0,[ 0.],[ 125.41121742]
71.0,14.2734,50.0784,[ 0.],[ 121.92315526],0,[ 0.],[ 125.39743693]
71.0,14.2734,50.0784,[ 0.],[ 121.9175597],0,[ 0.],[ 125.38365796]
71.0,14.2734,50.0784,[ 0.],[ 121.91196476],0,[ 0.],[ 125.3698805]
71.0,14.2734,50.0784,[ 0.],[ 121.90637043],0,[ 0.],[ 125.35610455]
71.0,14.2734,50.0784,[ 0.],[ 121.90077671],0,[ 0.],[ 125.34233011]
71.0,14.2734,50.0784,[ 0.],[ 121.89518361],0,[ 0.],[ 125.32855719]
71.0,14.2734,50.0784,[ 0.],[ 121.88959112],0,[ 0.],[ 125.31478579]
71.0,14.2734,50.0784,[ 0.],[ 121.88399925],0,[ 0.],[ 125.30101589]
71.0,14.2734,50.0784,[ 0.],[ 121.87840799],0,[ 0.],[ 125.28724751]
71.0,14.2734,50.0784,[ 0.],[ 121.87281735],0,[ 0.],[ 125.27348064]
71.0,14.2734,50.0784,[ 0.],[ 121.86722732],0,[ 0.],[ 125.25971529]
71.0,14.2734,50.0784,[ 0.],[ 121.86163791],0,[ 0.],[ 125.24595145]
71.0,14.2734,50.0784,[ 0.],[ 121.85604911],0,[ 0.],[ 125.23218912]
71.0,14.2734,50.0784,[ 0.],[ 121.85046092],0,[ 0.],[ 125.2184283]
71.0,14.2734,50.0784,[ 0.],[ 121.84487335],0,[ 0.],[ 125.20466899]
71.0,14.2734,50.0784,[ 0.],[ 121.83928639],0,[ 0.],[ 125.1909112]
71.0,14.2734,50.0784,[ 0.],[ 121.83370004],0,[ 0.],[ 125.17715492]
71.0,14.2734,50.0784,[ 0.],[ 121.82811431],0,[ 0.],[ 125.16340015]
71.0,14.2734,50.0784,[ 0.],[ 121.8225292],0,[ 0.],[ 125.14964689]
71.0,14.2734,50.0784,[ 0.],[ 121.81694469],0,[ 0.],[ 125.13589514]
71.0,14.2734,50.0784,[ 0.],[ 121.8113608],0,[ 0.],[ 125.1221449]
71.0,14.2734,50.0784,[ 0.],[ 121.80577753],0,[ 0.],[ 125.10839618]
71.0,14.2734,50.0784,[ 0.],[ 121.80019487],0,[ 0.],[ 125.09464896]
71.0,14.2734,50.0784,[ 0.],[ 121.79461282],0,[ 0.],[ 125.08090326]
71.0,14.2734,50.0784,[ 0.],[ 121.78903138],0,[ 0.],[ 125.06715906]
71.0,14.2734,50.0784,[ 0.],[ 121.78345056],0,[ 0.],[ 125.05341638]
71.0,14.2734,50.0784,[ 0.],[ 121.77787035],0,[ 0.],[ 125.03967521]
71.0,14.2734,50.0784,[ 0.],[ 121.77229075],0,[ 0.],[ 125.02593554]
71.0,14.2734,50.0784,[ 0.],[ 121.76671177],0,[ 0.],[ 125.01219739]
71.0,14.2734,50.0784,[ 0.],[ 121.7611334],0,[ 0.],[ 124.99846074]
71.0,14.2734,50.0784,[ 0.],[ 121.75555564],0,[ 0.],[ 124.98472561]
71.0,14.1285,50.0784,[ 0.],[ 121.7499785],0,[ 0.],[ 124.97099198]
71.0,14.1285,50.0784,[ 0.],[ 121.74440197],0,[ 0.],[ 124.95725987]
71.0,14.1285,50.0784,[ 0.],[ 121.73882605],0,[ 0.],[ 124.94352926]
71.0,14.1285,50.0784,[ 0.],[ 121.73325074],0,[ 0.],[ 124.92980016]
71.0,14.1285,50.0784,[ 0.],[ 121.72767605],0,[ 0.],[ 124.91607257]
71.0,14.1285,50.0784,[ 0.],[ 121.72210197],0,[ 0.],[ 124.90234649]
71.0,14.1285,50.0784,[ 0.],[ 121.7165285],0,[ 0.],[ 124.88862191]
71.0,14.1285,50.0784,[ 0.],[ 121.71095565],0,[ 0.],[ 124.87489885]
71.0,14.1285,50.0784,[ 0.],[ 121.7053834],0,[ 0.],[ 124.86117729]
71.0,14.1285,50.0784,[ 0.],[ 121.69981177],0,[ 0.],[ 124.84745724]
71.0,14.1285,50.0784,[ 0.],[ 121.69424075],0,[ 0.],[ 124.8337387]
71.0,14.1285,50.0784,[ 0.],[ 121.68867035],0,[ 0.],[ 124.82002166]
71.0,14.1285,50.0784,[ 0.],[ 121.68310055],0,[ 0.],[ 124.80630613]
71.0,14.1285,50.0784,[ 0.],[ 121.67753137],0,[ 0.],[ 124.79259211]
71.0,14.1285,50.0784,[ 0.],[ 121.6719628],0,[ 0.],[ 124.7788796]
71.0,14.1285,50.0784,[ 0.],[ 121.66639484],0,[ 0.],[ 124.76516859]
71.0,14.1285,50.0784,[ 0.],[ 121.6608275],0,[ 0.],[ 124.75145909]
71.0,14.1285,50.0784,[ 0.],[ 121.65526076],0,[ 0.],[ 124.7377511]
71.0,14.1285,50.0784,[ 0.],[ 121.64969464],0,[ 0.],[ 124.72404461]
71.0,14.1285,50.0784,[ 0.],[ 121.64412913],0,[ 0.],[ 124.71033963]
71.0,14.1285,50.0784,[ 0.],[ 121.63856422],0,[ 0.],[ 124.69663615]
71.0,14.1285,50.0784,[ 0.],[ 121.63299994],0,[ 0.],[ 124.68293418]
71.0,14.1285,50.0784,[ 0.],[ 121.62743626],0,[ 0.],[ 124.66923372]
71.0,14.1285,50.0784,[ 0.],[ 121.62187319],0,[ 0.],[ 124.65553476]
71.0,14.1285,50.0784,[ 0.],[ 121.61631074],0,[ 0.],[ 124.64183731]
71.0,14.1285,50.0784,[ 0.],[ 121.61074889],0,[ 0.],[ 124.62814136]
71.0,14.1285,50.0784,[ 0.],[ 121.60518766],0,[ 0.],[ 124.61444692]
